Restaurant Name,Location,City,Cuisines,Average Cost for Two,Currency,Has Table Booking,Has Online Delivery,Aggregate Rating,Rating Color,Rating Text,Votes,Restaurant Type,Address,Phone Number
"Joyce, Dixon And Munoz", koramangala ,Bangalore,Italian,400.0,INR,Yes,Yes,4.2,Yellow,Good,2284.0,Quick Bites,"4395 Henson Underpass, Anthonymouth, VA 91169",+1-510-961-1503x774
Cohen Inc, btm ,Bangalore,Chinese,300.0,INR,Yes,No,3.6,Green,Very Good,5636.0,Dessert Parlor,"019 Randy Bypass Apt. 685, Porterland, RI 57643",+1-302-924-8561x45610
Nelson Plc, hsr ,Bangalore,North Indian,600.0,INR,No,No,3.0,Red,Poor,1752.0,Casual Dining,"51429 Matthew Falls, Jasmineborough, NC 94817",888.255.8912x1769
Garcia Llc, jayanagar ,Bangalore,Chinese,500.0,INR,Yes,No,4.0,Green,Poor,9956.0,Cafe,"232 Andrade Camp, Danielmouth, NM 86075",857-590-4138
"Thomas, Hall And Garcia", jayanagar ,Bangalore,Chinese,300.0,INR,No,No,3.4,Green,Excellent,1786.0,Delivery,"06147 Harris Squares, South Matthew, ID 55037",161-208-0994
White-Romero, hsr ,Bangalore,Italian,600.0,INR,Yes,Yes,3.5,Yellow,Excellent,784.0,Dessert Parlor,"2917 Dodson Divide Suite 155, Jenniferberg, TX 03538",(907)638-2511x3356
Baker-Phillips, btm ,Bangalore,South Indian,700.0,INR,Yes,No,2.3,Green,Very Good,6974.0,Cafe,"7150 Sullivan Underpass Suite 222, East Kyle, SD 83980",(452)836-3402x58041
"Phillips, Hall And Burgess", btm ,Bangalore,Italian,700.0,INR,No,No,2.3,Orange,Poor,2015.0,Casual Dining,"9866 Katherine Club Suite 434, North Jason, NV 06982",1216728150
Hughes-Ruiz, btm ,Bangalore,North Indian,700.0,INR,Yes,No,3.4,Yellow,Excellent,3024.0,Cafe,"5518 Harris Well, New Edward, MS 14658",+1-959-247-5250x73465
"Lawrence, Yang And Schroeder", hsr ,Bangalore,Continental,700.0,INR,Yes,No,4.5,Green,Excellent,5438.0,Cafe,"0857 Jamie Villages, North Courtney, NV 17673",001-098-021-9030x1265
Shaffer-Morrison, jayanagar ,Bangalore,Continental,500.0,INR,Yes,Yes,2.0,Yellow,Poor,2753.0,Cafe,"6672 Castaneda Ridges Suite 915, Annaport, GA 55302",016-527-0733x89598
Blair Plc, indiranagar ,Bangalore,South Indian,500.0,INR,No,Yes,2.0,Green,Excellent,8364.0,Cafe,"6635 Owens Ports Apt. 399, Wrightchester, MO 56286",001-003-837-9491
"Maddox, Huffman And Marshall", koramangala ,Bangalore,Mexican,400.0,INR,No,Yes,4.0,Red,Excellent,286.0,Casual Dining,"98895 Shane Inlet Suite 450, New Michaelville, KY 54573",(450)544-0836x26180
Johns-Yates, hsr ,Bangalore,Italian,200.0,INR,Yes,No,4.3,Orange,Poor,4603.0,Cafe,"9785 Dennis Road, Porterfurt, MO 37350",001-405-063-5880x05871
Gomez Plc, indiranagar ,Bangalore,North Indian,400.0,INR,No,Yes,3.6,Red,Average,5382.0,Cafe,"00201 Franklin Union, Juarezside, VT 24831",001-658-074-7481x26613
Stewart Llc, koramangala ,Bangalore,North Indian,300.0,INR,Yes,Yes,5.0,Red,Very Good,4809.0,Dessert Parlor,"94750 Jacob Street, Lake Christopher, AL 19397",435.630.6717x50906
Fitzgerald Ltd, koramangala ,Bangalore,South Indian,400.0,INR,Yes,Yes,4.6,Orange,Average,785.0,Casual Dining,"147 Hernandez Club Suite 901, Manuelside, AL 59445",(928)966-2632
Miller Group, jayanagar ,Bangalore,North Indian,500.0,INR,No,Yes,4.1,Green,Good,9438.0,Casual Dining,"PSC 6068, Box 7855, APO AE 33830",781-538-4814x222
Freeman-Anderson, btm ,Bangalore,North Indian,400.0,INR,No,No,2.8,Green,Good,92.0,Delivery,"40702 William Wells, West Patrickbury, WI 50127",(503)760-8757
"Lee, Cobb And Torres", koramangala ,Bangalore,Mexican,700.0,INR,Yes,No,3.5,Red,Poor,5022.522421052631,Dessert Parlor,"USNV Wilson, FPO AA 75575",118011483
Melendez Ltd, btm ,Bangalore,Italian,600.0,INR,Yes,Yes,4.1,Green,Poor,1451.0,Cafe,"USS Gomez, FPO AA 29670",586-820-8001
Hill-Bishop, koramangala ,Bangalore,Mexican,300.0,INR,No,Yes,4.9,Yellow,Average,8134.0,Casual Dining,"899 Collins Centers, Lambertmouth, NY 04716",(169)840-9205x511
"Rodriguez, Kent And Rogers", jayanagar ,Bangalore,South Indian,200.0,INR,Yes,No,4.5,Green,Good,4159.0,Delivery,"05000 Donna Motorway, South Tommystad, NY 28027",(826)102-8588x5680
Waters And Sons, hsr ,Bangalore,Chinese,200.0,INR,Yes,No,4.1,Red,Excellent,4364.0,Quick Bites,"245 Jason Bridge, North Ronald, VT 46799",657.216.1350x8896
Graham And Sons, koramangala ,Bangalore,Mexican,400.0,INR,No,No,4.2,Red,Poor,866.0,Casual Dining,"5193 Derek Springs Suite 984, North Katherine, AL 59202",(520)126-4662x905
Dominguez-Padilla, jayanagar ,Bangalore,Chinese,400.0,INR,Yes,No,4.9,Red,Very Good,2673.0,Dessert Parlor,"990 Gabriel Trafficway, East Paulborough, IN 12827",738-547-7059
"Salinas, Davis And Watson", whitefield ,Bangalore,South Indian,600.0,INR,Yes,Yes,3.1,Green,Poor,7847.0,Delivery,"28765 Baker Orchard Apt. 639, Rhondaland, AR 85598",991.763.8796x87019
Kerr-Robinson, koramangala ,Bangalore,Mexican,500.0,INR,No,Yes,3.8,Yellow,Poor,3821.0,Casual Dining,"7966 Andrew Ramp Suite 788, Port Faith, KS 61093",(675)005-2123x9692
Berg-Nolan, btm ,Bangalore,South Indian,500.0,INR,No,Yes,3.5,Orange,Good,2802.0,Quick Bites,"615 Lee Streets, Davisstad, IN 16540",001-173-778-1720x712
"Rivera, Foster And Martin", hsr ,Bangalore,Chinese,200.0,INR,No,Yes,3.8,Orange,Average,8167.0,Casual Dining,"04032 Johnson Isle, Mooretown, CT 76344",996.062.5473x8891
"Whitaker, Johnson And Ochoa", jayanagar ,Bangalore,South Indian,300.0,INR,Yes,Yes,3.4,Red,Poor,5022.522421052631,Casual Dining,"25374 Ferrell Land, Brownfort, MD 35704",+1-883-839-1697x2523
Oliver-Carter, whitefield ,Bangalore,North Indian,200.0,INR,Yes,Yes,4.3,Red,Good,3231.0,Quick Bites,"39956 Anna Canyon, Stonemouth, WY 33533",044-714-5144
Taylor-Hogan, hsr ,Bangalore,Italian,200.0,INR,No,No,4.8,Green,Excellent,398.0,Dessert Parlor,"233 Brandon Field Apt. 612, Port Joshuafurt, WY 08831",494-726-7318x94471
Davis-Lee, whitefield ,Bangalore,Chinese,700.0,INR,Yes,No,3.5,Yellow,Excellent,3653.0,Cafe,"3859 Andrew Meadow, Michaelchester, NE 99871",-9400
Anderson-Vazquez, jayanagar ,Bangalore,South Indian,600.0,INR,Yes,Yes,4.8,Red,Poor,4193.0,Dessert Parlor,"9772 Regina Causeway Suite 168, Lake Michelle, ID 78773",+1-031-292-7815x4194
White-Douglas, koramangala ,Bangalore,Chinese,300.0,INR,Yes,No,2.1,Green,Very Good,6108.0,Casual Dining,"Unit 9979 Box 4641, DPO AE 36314",9493760945
Martin And Sons, btm ,Bangalore,Chinese,400.0,INR,No,No,4.9,Red,Excellent,6950.0,Cafe,"6666 Jessica Manors, Port Matthewhaven, MT 80667",001-475-641-3241x970
Kelly Inc, koramangala ,Bangalore,Italian,200.0,INR,Yes,No,3.0,Red,Average,8328.0,Quick Bites,"9188 Susan Lights Suite 219, Port Darrelltown, SC 16448",+1-942-120-1959x376
"Ritter, Thompson And Martin", btm ,Bangalore,South Indian,448.9606039661864,INR,Yes,Yes,3.3,Orange,Average,8957.0,Quick Bites,"276 Smith Loop, Schroederland, VT 06021",001-250-108-2521x62069
Smith Plc, btm ,Bangalore,Continental,300.0,INR,No,No,4.5,Orange,Poor,4264.0,Quick Bites,"2736 Edward Pike Apt. 117, Markbury, NY 56878",114.607.3988x37666
Barry-Lowe, koramangala ,Bangalore,Mexican,200.0,INR,Yes,No,3.1,Red,Average,2392.0,Casual Dining,"5183 Newton Shoals Apt. 733, Jorgestad, PA 01768",935.434.4387x118
Rice Ltd, btm ,Bangalore,Continental,500.0,INR,Yes,No,3.3,Green,Excellent,8806.0,Cafe,"007 Frazier Turnpike, Sandrahaven, PA 33416",-6125
"Gonzalez, Shaw And Riggs", indiranagar ,Bangalore,North Indian,400.0,INR,Yes,No,3.1,Yellow,Average,9413.0,Dessert Parlor,"2650 Jessica Burg, Blakeville, AL 12235",506-706-2117
Mccormick-Serrano, hsr ,Bangalore,Unknown,700.0,INR,No,No,5.0,Green,Excellent,9111.0,Casual Dining,"6785 Nelson Glens Apt. 027, Alisonfurt, UT 33840",381.671.8227x1231
Foster Group, hsr ,Bangalore,South Indian,200.0,INR,No,Yes,5.0,Red,Very Good,1734.0,Quick Bites,"27459 Heather Overpass Apt. 186, Troyton, HI 38906",(254)055-4147x181
Mccoy-Brown, koramangala ,Bangalore,Mexican,448.9606039661864,INR,No,No,2.4,Yellow,Good,2579.0,Quick Bites,"1222 Anna Junction, East Nancy, LA 90819",(470)477-5107x8813
Thomas Plc, jayanagar ,Bangalore,South Indian,600.0,INR,Yes,No,2.9,Red,Good,988.0,Delivery,"719 Tracey Canyon Suite 187, Nathanburgh, PA 92425",(269)682-1951x7982
Holland-Rivera, koramangala ,Bangalore,Mexican,300.0,INR,Yes,Yes,4.8,Yellow,Poor,5777.0,Casual Dining,"315 Stacey Viaduct, Port Jamestown, KY 12555",005.039.6755x6352
"Weber, Davis And Jensen", btm ,Bangalore,Chinese,300.0,INR,No,Yes,3.4,Yellow,Average,8547.0,Delivery,"6129 Duran Viaduct Apt. 607, Morrisonview, CA 77378",+1-385-902-6414x1846
Jenkins-Cooke, whitefield ,Bangalore,Italian,700.0,INR,Yes,No,3.9,Red,Average,3891.0,Cafe,"Unit 0079 Box 9576, DPO AP 25440",001-839-055-6075x6846
"Maxwell, Petersen And Dunlap", whitefield ,Bangalore,South Indian,200.0,INR,No,Yes,4.2,Green,Good,2107.0,Quick Bites,"9213 Robertson Ranch Suite 234, West Jessica, FL 10115",(954)747-2415
Hooper Ltd, koramangala ,Bangalore,South Indian,200.0,INR,Yes,Yes,3.3,Red,Poor,3956.0,Quick Bites,"37061 Wells River Apt. 974, Cynthiamouth, ID 25280",356-185-2335x2361
Carpenter-Riley, btm ,Bangalore,Chinese,600.0,INR,No,No,4.5,Red,Very Good,4013.0,Casual Dining,"USNS Burgess, FPO AA 96681",001-235-745-7445x278
Pearson-Gallagher, btm ,Bangalore,North Indian,448.9606039661864,INR,Yes,No,5.0,Green,Very Good,5509.0,Casual Dining,"8232 Adrienne Street Suite 354, Lake Justinport, OR 08990",133.558.9284x1264
"Lewis, Jones And Buchanan", jayanagar ,Bangalore,Chinese,400.0,INR,No,Yes,3.7,Orange,Average,5022.522421052631,Quick Bites,"87710 Kent Plaza, North Christopher, DE 64716",(336)077-6481x105
James-Mills, jayanagar ,Bangalore,Italian,700.0,INR,Yes,No,2.9,Orange,Very Good,4776.0,Casual Dining,"32677 Megan Loop Apt. 475, Port Joseph, AZ 37723",001-090-159-3751
"Johnson, Morris And Holloway", whitefield ,Bangalore,Continental,700.0,INR,No,No,3.6,Orange,Good,2443.0,Quick Bites,"030 Jackson Motorway Suite 084, Williamfurt, MI 69653",590-776-6387x534
"Wilson, Smith And Gordon", koramangala ,Bangalore,Continental,600.0,INR,Yes,No,4.4,Orange,Very Good,5206.0,Cafe,"2966 Lisa Station, New Charlesville, ID 04004",724-565-6921x089
"Young, Rodriguez And Wagner", btm ,Bangalore,North Indian,700.0,INR,Yes,No,4.5,Red,Good,8399.0,Casual Dining,"31716 Kevin Harbors Apt. 712, Walkerburgh, KS 65014",-8109
Stout Plc, indiranagar ,Bangalore,Italian,400.0,INR,Yes,No,4.9,Orange,Excellent,7470.0,Casual Dining,"678 Sabrina Route, Port Alice, OR 84388",737.267.1759x3049
"Maynard, Morris And Montoya", whitefield ,Bangalore,Mexican,400.0,INR,Yes,No,4.8,Orange,Very Good,1827.0,Cafe,"34086 Victoria Ville, Smithland, WY 76822",-5339
Clayton Ltd, whitefield ,Bangalore,Continental,500.0,INR,No,No,3.6,Yellow,Average,7490.0,Casual Dining,"76635 Hailey Fort Suite 058, East Angelaborough, ID 85326",145.408.8864
Monroe-Taylor, koramangala ,Bangalore,Continental,400.0,INR,Yes,Yes,3.2,Red,Very Good,5086.0,Dessert Parlor,"USS Parker, FPO AP 55383",981-843-0549
Mcclain And Sons, jayanagar ,Bangalore,Mexican,600.0,INR,Yes,No,5.0,Green,Excellent,31.0,Cafe,"307 Cruz Springs Apt. 354, New Mary, MI 92016",001-377-741-6565x04855
"Taylor, Austin And Barker", hsr ,Bangalore,Mexican,400.0,INR,Yes,Yes,4.0,Green,Excellent,4674.0,Cafe,"177 Nelson Brooks, New Bradley, KS 53520",587-931-6731
West-Turner, koramangala ,Bangalore,Chinese,448.9606039661864,INR,Yes,Yes,2.0,Orange,Average,3266.0,Delivery,"9085 Smith Isle Apt. 151, Lake Chelsea, MD 88386",(765)999-1000
"Erickson, Singh And Cain", koramangala ,Bangalore,North Indian,500.0,INR,Yes,Yes,3.506421052631579,Yellow,Excellent,9326.0,Cafe,"70009 Koch Manors Suite 885, Thompsonview, NC 81235",150.965.2304
"Gomez, Smith And Powell", hsr ,Bangalore,North Indian,700.0,INR,Yes,Yes,2.8,Orange,Good,4125.0,Casual Dining,"9538 Shane Row Suite 260, North Michaelview, MA 35579",2927090346
Martinez Ltd, koramangala ,Bangalore,South Indian,400.0,INR,Yes,No,3.506421052631579,Yellow,Poor,5108.0,Casual Dining,"8086 Robert Streets Apt. 665, Wallaceside, VT 19338",001-559-496-5196x850
"Griffin, Burns And Atkinson", btm ,Bangalore,South Indian,400.0,INR,Yes,No,3.2,Red,Average,4759.0,Quick Bites,"7058 Nicole Ports Suite 094, New Timothy, MT 70611",001-647-821-4109x46187
Humphrey-Hernandez, hsr ,Bangalore,South Indian,700.0,INR,Yes,No,2.6,Orange,Good,1449.0,Cafe,"30533 Baker Ports Apt. 458, Port Nicoleport, GA 03272",+1-364-763-9469x65882
Austin Inc, indiranagar ,Bangalore,South Indian,448.9606039661864,INR,No,Yes,4.3,Orange,Poor,6318.0,Delivery,"08283 Weber Way Suite 721, Brittanytown, NJ 88513",9918744204
Johnson-Williams, hsr ,Bangalore,Chinese,200.0,INR,Yes,Yes,4.1,Orange,Excellent,2541.0,Delivery,"28822 Philip Ranch, Andreaville, DC 71216",142.477.8282x03030
Werner Inc, jayanagar ,Bangalore,Mexican,600.0,INR,Yes,No,3.7,Green,Excellent,6815.0,Quick Bites,"343 Clayton Unions, North Michaelshire, UT 71047",3699143514
Smith-Shah, hsr ,Bangalore,Chinese,300.0,INR,Yes,Yes,2.4,Yellow,Excellent,188.0,Casual Dining,"8411 James Parks, Kimborough, OK 29695",001-770-606-1291
"Patterson, Crawford And Flynn", indiranagar ,Bangalore,Unknown,200.0,INR,Yes,No,4.1,Green,Average,290.0,Quick Bites,"64210 Jennifer Spur, New William, WY 51061",387-357-5624x6715
Reed Inc, btm ,Bangalore,Continental,200.0,INR,Yes,Yes,3.3,Orange,Poor,6228.0,Cafe,"17667 Anthony Plaza Apt. 741, Kellyshire, WA 79216",164-002-0764x34846
Allen Ltd, indiranagar ,Bangalore,Continental,600.0,INR,No,No,2.6,Yellow,Excellent,5773.0,Quick Bites,"94347 Mark Ways, New Alberttown, WA 82982",+1-746-710-2909x13050
"Cochran, Jordan And White", indiranagar ,Bangalore,South Indian,200.0,INR,No,Yes,3.7,Green,Good,7096.0,Quick Bites,"162 Cynthia Fort Suite 097, Cookport, NY 00977",158-449-6815x14237
"Vincent, Roberson And Wright", koramangala ,Bangalore,Mexican,400.0,INR,No,No,2.2,Yellow,Very Good,7107.0,Cafe,"7170 Cortez Tunnel Apt. 425, Lake Anthonyville, HI 56001",+1-131-277-2880x9281
"Crosby, Lee And Cox", koramangala ,Bangalore,Italian,300.0,INR,No,No,2.0,Orange,Good,4071.0,Casual Dining,"1701 Joseph Trail, East Janet, NM 67533",773.523.7509x84483
Miller-West, btm ,Bangalore,Continental,600.0,INR,No,Yes,3.5,Green,Very Good,2430.0,Cafe,"17886 Keith Extension Apt. 259, Williamsport, MO 21000",406-321-2229x00038
"Barton, Garza And Murphy", whitefield ,Bangalore,Continental,600.0,INR,No,Yes,4.9,Yellow,Poor,3849.0,Dessert Parlor,"809 Watts Flat Suite 124, Davidchester, MA 29309",(410)380-3762
Wilson-White, hsr ,Bangalore,Chinese,300.0,INR,Yes,Yes,2.3,Orange,Good,7986.0,Casual Dining,"777 Monroe Estates, Markbury, RI 05651",(831)636-7650x4216
"Hernandez, Anderson And Curtis", whitefield ,Bangalore,Chinese,300.0,INR,No,Yes,3.506421052631579,Orange,Average,580.0,Dessert Parlor,"03001 Washington Roads, Colemanton, NH 71781",2501926611
Mata Ltd, btm ,Bangalore,North Indian,400.0,INR,Yes,No,2.8,Yellow,Excellent,7623.0,Casual Dining,"056 Douglas Drives Apt. 187, South Jose, ME 46040",(308)779-3808x651
"Ramirez, Perkins And Anderson", jayanagar ,Bangalore,South Indian,500.0,INR,No,No,4.0,Orange,Very Good,3301.0,Delivery,"71834 Espinoza Plain, Danieltown, AK 73028",487-433-7311
"Higgins, Chung And Richardson", jayanagar ,Bangalore,South Indian,200.0,INR,No,Yes,3.2,Green,Poor,628.0,Dessert Parlor,"05735 Lonnie Grove, Smithfort, LA 16518",123-480-3266x296
Rodriguez Ltd, btm ,Bangalore,Mexican,200.0,INR,Yes,Yes,4.4,Green,Average,166.0,Delivery,"4539 Christopher Burg, East Ashleystad, NJ 03200",(563)356-0435
"Adkins, Jones And Morrison", btm ,Bangalore,North Indian,200.0,INR,Yes,Yes,3.1,Orange,Good,4100.0,Cafe,"828 Cole Ways Suite 924, East Daniel, ND 24304",001-977-629-8787x664
Stephenson And Sons, whitefield ,Bangalore,South Indian,500.0,INR,Yes,No,2.2,Green,Average,8690.0,Quick Bites,"047 Scott Bypass Suite 688, Lake Lesliefort, CT 19389",(641)224-4156
Ramirez-Rodriguez, whitefield ,Bangalore,Continental,600.0,INR,Yes,No,2.4,Green,Average,4139.0,Cafe,"13628 Kimberly Neck, Port Caitlinville, NC 93176",1812539698
Clark Group, jayanagar ,Bangalore,Mexican,500.0,INR,Yes,Yes,4.8,Yellow,Very Good,1397.0,Dessert Parlor,"787 Jordan Park, East Jimmy, OR 20959",932-518-9265x2892
Stephens-Walton, whitefield ,Bangalore,Continental,500.0,INR,Yes,No,2.8,Orange,Excellent,2479.0,Casual Dining,"USS Hunt, FPO AP 12526",751.381.1643x742
Smith Group, koramangala ,Bangalore,Chinese,200.0,INR,No,Yes,4.9,Orange,Poor,4715.0,Quick Bites,"PSC 9142, Box 3289, APO AE 24223",153-820-4221x360
"Watson, Holden And Hogan", indiranagar ,Bangalore,South Indian,600.0,INR,No,Yes,4.5,Yellow,Good,6171.0,Cafe,"116 Gonzales Estates, Mendozaland, LA 90684",(179)021-0496
Davis Plc, whitefield ,Bangalore,Mexican,200.0,INR,Yes,No,4.4,Green,Good,602.0,Casual Dining,"6099 Hogan Underpass Suite 213, Gloriaview, AZ 42614",762.171.5048
Gonzalez-Wright, koramangala ,Bangalore,Continental,300.0,INR,No,Yes,3.3,Yellow,Very Good,7746.0,Delivery,"255 Kelly Vista, Gonzaleschester, MO 04473",(203)888-8800x63751
"Shaffer, Scott And Dixon", jayanagar ,Bangalore,South Indian,700.0,INR,Yes,No,2.6,Yellow,Average,5755.0,Cafe,"550 Richard Green, Barnesfurt, NE 76004",(670)892-2642x4300
"Patterson, Dean And Sloan", indiranagar ,Bangalore,Italian,700.0,INR,No,No,2.5,Orange,Excellent,8829.0,Dessert Parlor,"80729 Mullins Well Suite 718, Portershire, RI 69739",2712074137
Mendoza Group, jayanagar ,Bangalore,North Indian,700.0,INR,Yes,Yes,2.4,Green,Very Good,5022.522421052631,Dessert Parlor,"483 Gutierrez Spurs Apt. 315, Gabriellabury, OK 74423",098.903.0040
Lane-Hernandez, hsr ,Bangalore,Mexican,200.0,INR,No,Yes,4.0,Yellow,Excellent,1582.0,Dessert Parlor,"079 Landry Forges, Nicholaschester, CT 85167",591-053-6624x675
Mcintosh-Mueller, indiranagar ,Bangalore,South Indian,700.0,INR,No,Yes,4.2,Red,Average,8164.0,Delivery,"4391 Edward Inlet Apt. 161, Grayville, SD 37606",001-257-488-5242x2528
Robbins-Lopez, hsr ,Bangalore,Unknown,300.0,INR,No,No,4.1,Yellow,Poor,700.0,Dessert Parlor,"744 Autumn Walk, New Brendatown, AL 46747",+1-333-810-9836x214
Johnson Ltd, btm ,Bangalore,Mexican,400.0,INR,Yes,Yes,4.4,Green,Poor,5022.522421052631,Dessert Parlor,"342 Kathryn Shoal, Port Shaneberg, MD 23262",001-739-401-4067x356
Bennett And Sons, whitefield ,Bangalore,South Indian,300.0,INR,No,No,3.8,Orange,Excellent,4130.0,Quick Bites,"94157 Morgan Rapids Apt. 404, East Brittany, NM 01746",(118)122-3642x563
"Berry, Griffin And Moore", hsr ,Bangalore,Italian,600.0,INR,No,Yes,3.506421052631579,Yellow,Very Good,4646.0,Quick Bites,"469 Kenneth Views Suite 442, Ryanchester, IA 02665",569-515-3957
"Stone, Dixon And Bailey", jayanagar ,Bangalore,Continental,300.0,INR,Yes,Yes,4.5,Orange,Average,5442.0,Cafe,"80762 Chen Squares, North Daniel, WA 96633",015.377.7593
Roberts Llc, whitefield ,Bangalore,North Indian,200.0,INR,Yes,No,3.3,Red,Very Good,1902.0,Delivery,"7385 Amber Key, Brandonborough, NM 35833",085-688-4353x9398
Gross-Sanchez, indiranagar ,Bangalore,Chinese,500.0,INR,Yes,No,3.9,Yellow,Very Good,2280.0,Casual Dining,"00516 Silva Ranch Apt. 734, Adamsborough, SD 65665",+1-520-305-6535x03046
"Martinez, Wolfe And Neal", indiranagar ,Bangalore,North Indian,600.0,INR,Yes,Yes,2.1,Red,Very Good,1231.0,Quick Bites,"617 Amy Way Suite 767, Port Scottmouth, PA 02453",998-964-4221x78992
Miller-Anderson, jayanagar ,Bangalore,Unknown,200.0,INR,Yes,Yes,2.6,Red,Very Good,8511.0,Cafe,"68399 Erin View Suite 791, Gibbsborough, NY 86287",001-227-777-2681x593
"Smith, Gordon And Kelley", btm ,Bangalore,South Indian,300.0,INR,Yes,No,4.0,Yellow,Very Good,5022.522421052631,Dessert Parlor,"2851 Gibson Port Apt. 502, Robertsonview, HI 79537",604-641-3109x05747
"Ryan, Brown And Coleman", hsr ,Bangalore,Continental,700.0,INR,Yes,Yes,3.4,Red,Very Good,6631.0,Cafe,"515 Scott Drive, Castilloside, OH 51415",306.784.5958x502
Ballard-Davis, btm ,Bangalore,North Indian,700.0,INR,No,Yes,3.4,Red,Very Good,8617.0,Quick Bites,"88652 Mitchell Lodge, Lake Amanda, TN 99891",001-213-600-5821
"Aguirre, Massey And Patrick", whitefield ,Bangalore,Mexican,700.0,INR,No,Yes,4.8,Red,Very Good,5473.0,Dessert Parlor,"7697 Mendez Mountains Suite 009, Watsonfurt, WA 78129",300.091.7223x0390
Jackson-Stewart, hsr ,Bangalore,South Indian,300.0,INR,Yes,No,4.3,Red,Poor,9607.0,Quick Bites,"1071 Mark Road, East Annberg, FL 68639",001-240-810-1846x89348
"Cortez, White And Neal", indiranagar ,Bangalore,Chinese,200.0,INR,Yes,Yes,3.7,Green,Good,7089.0,Delivery,"PSC 1837, Box 8269, APO AP 96023",+1-834-416-7015x010
Baxter-Thompson, indiranagar ,Bangalore,Mexican,200.0,INR,No,Yes,2.1,Yellow,Very Good,85.0,Cafe,"4014 David Bypass, Port Jamesside, DE 88300",701.051.3888x03407
"Kelly, Kemp And Cobb", koramangala ,Bangalore,Chinese,600.0,INR,Yes,No,2.5,Red,Excellent,2955.0,Dessert Parlor,"891 Keith Crossroad, Lake Jesusmouth, HI 68557",-5099
"Bruce, Davenport And Cooper", btm ,Bangalore,Continental,500.0,INR,No,Yes,4.9,Yellow,Poor,4026.0,Cafe,"PSC 0846, Box 1570, APO AP 89913",001-114-239-0456
Green Ltd, jayanagar ,Bangalore,Chinese,400.0,INR,No,No,4.1,Orange,Very Good,4727.0,Quick Bites,"087 Kelly Parkways Suite 820, South John, SC 40088",+1-793-783-4841x460
Howard-Morgan, indiranagar ,Bangalore,Mexican,400.0,INR,No,No,2.9,Red,Excellent,6045.0,Delivery,"58614 Andrea Extension, Duranmouth, PA 93400",001-315-209-6821
Frank-Thompson, indiranagar ,Bangalore,South Indian,400.0,INR,Yes,Yes,4.5,Orange,Poor,3070.0,Dessert Parlor,"6687 Bell Motorway Suite 534, New Kellyburgh, UT 68623",+1-902-127-5239x47027
Weaver-Barber, indiranagar ,Bangalore,Continental,600.0,INR,Yes,No,4.2,Yellow,Poor,3889.0,Quick Bites,"59516 Scott Row Apt. 828, East Elizabeth, VA 36277",326-740-0354x649
White And Sons, koramangala ,Bangalore,Chinese,600.0,INR,No,No,2.1,Orange,Poor,1744.0,Cafe,"1919 Morgan Camp, West Patricia, NV 76501",(506)604-9580x746
"Beck, Murphy And Miller", indiranagar ,Bangalore,Continental,600.0,INR,No,Yes,4.7,Yellow,Excellent,712.0,Delivery,"48783 Alex Shore Suite 759, Phillipsland, NE 10953",4020011210
Hardy-Collins, btm ,Bangalore,Continental,300.0,INR,Yes,No,4.1,Red,Poor,9803.0,Casual Dining,"382 Crawford Rue, Kennedyfurt, SD 34496",789.438.4113
"Hodge, Hicks And Harvey", btm ,Bangalore,Chinese,700.0,INR,Yes,No,4.9,Green,Excellent,5022.522421052631,Dessert Parlor,"0883 Edwards Mountain Suite 299, Christopherside, SD 38473",(555)157-4728x883
"Phillips, Anderson And Butler", jayanagar ,Bangalore,Italian,600.0,INR,No,Yes,4.3,Yellow,Poor,1632.0,Casual Dining,"871 Timothy Glen Suite 038, North Jaredstad, PA 79824",972.072.0988x6583
Whitney Plc, koramangala ,Bangalore,Italian,500.0,INR,Yes,Yes,2.5,Green,Excellent,3191.0,Quick Bites,"03978 Stacy Turnpike Suite 376, Hobury, AL 18718",5474153906
"Medina, Nguyen And Hoover", indiranagar ,Bangalore,South Indian,600.0,INR,Yes,Yes,3.5,Red,Average,9802.0,Delivery,"383 Taylor Cliffs Apt. 656, Deborahmouth, IN 48766",+1-534-545-0969x961
"Gardner, Brock And Foster", btm ,Bangalore,Chinese,700.0,INR,No,Yes,4.6,Red,Average,5022.522421052631,Cafe,"142 Walker Mission, Larrybury, DE 68144",749-514-4071
Matthews Llc, whitefield ,Bangalore,Mexican,448.9606039661864,INR,Yes,No,4.4,Red,Good,4037.0,Casual Dining,"19405 Coleman Radial Apt. 169, East Christineside, GA 82327",+1-069-163-3843x874
"Edwards, Ross And Lewis", whitefield ,Bangalore,Chinese,400.0,INR,No,Yes,2.4,Red,Average,8237.0,Delivery,"1254 Hernandez Hollow Suite 977, West Brittanystad, AZ 20904",001-821-993-2184x824
"Moore, Smith And Young", whitefield ,Bangalore,North Indian,500.0,INR,Yes,No,4.2,Green,Excellent,1989.0,Quick Bites,"45958 Diana Groves, Port Heatherchester, IA 43142",+1-924-917-5553x813
Hernandez Llc, indiranagar ,Bangalore,North Indian,700.0,INR,Yes,No,3.3,Green,Very Good,2893.0,Quick Bites,"799 Robert Greens Suite 123, North Raymond, WA 62712",(058)544-5069
Valencia-Kelly, jayanagar ,Bangalore,Chinese,400.0,INR,Yes,No,4.6,Orange,Excellent,7444.0,Casual Dining,"USS Smith, FPO AA 68583",(093)980-1014x116
